"Statistic","Year","Electoral Division","UNIT","VALUE"
"Household median gross income","2016","020 Redwood, North Tipperary","Euro","33137"
"Household median gross income","2016","021 Riverstown, North Tipperary","Euro","51716"
"Household median gross income","2016","022 Terryglass, North Tipperary","Euro","38810"
"Household median gross income","2016","023 Uskane, North Tipperary","Euro","52208"
"Household median gross income","2016","024 Abington, North Tipperary","Euro","41706"
"Household median gross income","2016","025 Aghnameadle, North Tipperary","Euro","58314"
"Household median gross income","2016","026 Ardcrony, North Tipperary","Euro","42186"
"Household median gross income","2016","027 Ballina, North Tipperary","Euro","57747"
"Household median gross income","2016","028 Ballygibbon, North Tipperary","Euro","44946"
"Household median gross income","2016","029 Ballymackey, North Tipperary","Euro","48280"
"Household median gross income","2016","030 Ballynaclogh, North Tipperary","Euro","49409"
"Household median gross income","2016","031 Birdhill, North Tipperary","Euro","55609"
"Household median gross income","2016","032 Burgesbeg, North Tipperary","Euro","52360"
"Household median gross income","2016","033 Carrigatogher, North Tipperary","Euro","53166"
"Household median gross income","2016","034 Castletown, North Tipperary","Euro","41029"
"Household median gross income","2016","035 Derrycastle, North Tipperary","Euro","42706"
"Household median gross income","2016","036 Dolla, North Tipperary","Euro","38240"
"Household median gross income","2016","999Greenhall / Lackagh","Euro","59446"
"Household median gross income","2016","038 Kilcomenty, North Tipperary","Euro","59749"
"Household median gross income","2016","039 Kilkeary, North Tipperary","Euro","54917"
"Household median gross income","2016","040 Killoscully, North Tipperary","Euro","62937"
"Household median gross income","2016","041 Kilmore, North Tipperary","Euro","37512"
"Household median gross income","2016","042 Kilnaneave, North Tipperary","Euro","52363"
"Household median gross income","2016","043 Kilnarath, North Tipperary","Euro","43657"
"Household median gross income","2016","044 Knigh, North Tipperary","Euro","44012"
"Household median gross income","2016","046 Latteragh, North Tipperary","Euro","31791"
"Household median gross income","2016","047 Monsea, North Tipperary","Euro","44165"
"Household median gross income","2016","048 Nenagh Rural, North Tipperary","Euro","57496"
"Household median gross income","2016","049 Newport, North Tipperary","Euro","46715"
"Household median gross income","2016","050 Templederry, North Tipperary","Euro","27704"
"Household median gross income","2016","051 Youghalarra, North Tipperary","Euro","58818"
"Household median gross income","2016","052 Borrisnafarney, North Tipperary","Euro","52587"
"Household median gross income","2016","053 Borrisnoe, North Tipperary","Euro","55106"
"Household median gross income","2016","054 Bourney East, North Tipperary","Euro","51993"
"Household median gross income","2016","055 Bourney West, North Tipperary","Euro","40191"
"Household median gross income","2016","056 Killavinoge, North Tipperary","Euro","48346"
"Household median gross income","2016","057 Killea, North Tipperary","Euro","47329"
"Household median gross income","2016","058 Rathnaveoge, North Tipperary","Euro","49096"
"Household median gross income","2016","059 Roscrea, North Tipperary","Euro","34883"
"Household median gross income","2016","060 Timoney, North Tipperary","Euro","41319"
"Household median gross income","2016","061 Ballycahill, North Tipperary","Euro","44048"
"Household median gross income","2016","062 Ballymurreen, North Tipperary","Euro","43425"
"Household median gross income","2016","063 Borrisoleigh, North Tipperary","Euro","36925"
"Household median gross income","2016","064 Drom, North Tipperary","Euro","55740"
"Household median gross income","2016","065 Foilnaman, North Tipperary","Euro","44212"
"Household median gross income","2016","066 Glenkeen, North Tipperary","Euro","52029"
"Household median gross income","2016","067 Gortkelly, North Tipperary","Euro","53379"
"Household median gross income","2016","068 Holycross, North Tipperary","Euro","46282"
"Household median gross income","2016","069 Inch, North Tipperary","Euro","54222"
"Household median gross income","2016","070 Kilrush, North Tipperary","Euro","53942"
"Household median gross income","2016","071 Littleton, North Tipperary","Euro","36350"
"Household median gross income","2016","072 Longfordpass, North Tipperary","Euro","50742"
"Household median gross income","2016","073 Loughmoe, North Tipperary","Euro","43764"
"Household median gross income","2016","074 Moyaliff, North Tipperary","Euro","38072"
"Household median gross income","2016","075 Moycarky, North Tipperary","Euro","46185"
"Household median gross income","2016","076 Moyne, North Tipperary","Euro","50591"
"Household median gross income","2016","077 Rahelty, North Tipperary","Euro","53160"
"Household median gross income","2016","078 Templetouhy, North Tipperary","Euro","40146"
"Household median gross income","2016","079 Thurles Rural, North Tipperary","Euro","51360"
"Household median gross income","2016","080 Twomileborris, North Tipperary","Euro","51261"
"Household median gross income","2016","081 Upperchurch, North Tipperary","Euro","45926"
"Household median gross income","2016","082 Carrickbeg Urban, South Tipperary","Euro","32441"
"Household median gross income","2016","083 Carrick-on-Suir Urban, South Tipperary","Euro","28987"
"Household median gross income","2016","084 Cashel Urban, South Tipperary","Euro","28699"
"Household median gross income","2016","085 Clonmel East Urban, South Tipperary","Euro","33142"
"Household median gross income","2016","086 Clonmel West Urban, South Tipperary","Euro","30489"
"Household median gross income","2016","087 Tipperary East Urban, South Tipperary","Euro","24945"
"Household median gross income","2016","088 Tipperary West Urban, South Tipperary","Euro","28269"
"Household median gross income","2016","089 Carrick-on-Suir Rural, South Tipperary","Euro","43349"
"Household median gross income","2016","090 Garrangibbon, South Tipperary","Euro","34550"
"Household median gross income","2016","091 Kilmurry, South Tipperary","Euro","45829"
"Household median gross income","2016","092 Newtown, South Tipperary","Euro","35991"
"Household median gross income","2016","093 Ardmayle, South Tipperary","Euro","40337"
"Household median gross income","2016","094 Ardsallagh, South Tipperary","Euro","49750"
"Household median gross income","2016","095 Ballysheehan, South Tipperary","Euro","51106"
"Household median gross income","2016","096 Cashel Rural, South Tipperary","Euro","42812"
"Household median gross income","2016","097 Clogher, South Tipperary","Euro","48766"
"Household median gross income","2016","098 Cloneen, South Tipperary","Euro","47612"
"Household median gross income","2016","099 Clonoulty East, South Tipperary","Euro","34755"
"Household median gross income","2016","100 Clonoulty West, South Tipperary","Euro","40689"
"Household median gross income","2016","101 Colman, South Tipperary","Euro","52060"
"Household median gross income","2016","102 Cooleagh, South Tipperary","Euro","43263"
"Household median gross income","2016","103 Drangan, South Tipperary","Euro","44642"
"Household median gross income","2016","104 Fethard, South Tipperary","Euro","29837"
"Household median gross income","2016","105 Gaile, South Tipperary","Euro","47493"
"Household median gross income","2016","106 Graigue, South Tipperary","Euro","53010"
"Household median gross income","2016","107 Greystown, South Tipperary","Euro","40832"
"Household median gross income","2016","108 Killeenasteena, South Tipperary","Euro","53009"
"Household median gross income","2016","109 Killenaule, South Tipperary","Euro","32670"
"Household median gross income","2016","110 Kilpatrick, South Tipperary","Euro","45206"
"Household median gross income","2016","111 Knockgraffon, South Tipperary","Euro","48539"
"Household median gross income","2016","112 Magorban, South Tipperary","Euro","55948"
"Household median gross income","2016","113 Nodstown, South Tipperary","Euro","57804"
"Household median gross income","2016","114 Oughterleague, South Tipperary","Euro","38510"
"Household median gross income","2016","115 Peppardstown, South Tipperary","Euro","38014"
"Household median gross income","2016","116 Tullamain, South Tipperary","Euro","43525"
"Household median gross income","2016","117 Ardfinnan, South Tipperary","Euro","41556"
"Household median gross income","2016","118 Ballybacon, South Tipperary","Euro","52091"
"Household median gross income","2016","119 Ballyporeen, South Tipperary","Euro","40809"
"Household median gross income","2016","120 Burncourt, South Tipperary","Euro","41803"
"Household median gross income","2016","121 Caher, South Tipperary","Euro","37460"
"Household median gross income","2016","122 Clogheen, South Tipperary","Euro","31657"
"Household median gross income","2016","123 Coolagarranroe, South Tipperary","Euro","46633"
"Household median gross income","2016","124 Derrygrath, South Tipperary","Euro","50579"
"Household median gross income","2016","125 Kilcommon, South Tipperary","Euro","31319"
"Household median gross income","2016","126 Kilcoran, South Tipperary","Euro","46103"
"Household median gross income","2016","127 Mortlestown, South Tipperary","Euro","42495"
"Household median gross income","2016","128 Newcastle, South Tipperary","Euro","40978"
"Household median gross income","2016","129 Tubbrid, South Tipperary","Euro","51971"
"Household median gross income","2016","130 Tullaghmelan, South Tipperary","Euro","43026"
"Household median gross income","2016","131 Tullaghorton, South Tipperary","Euro","45403"
"Household median gross income","2016","132 Ballyclerahan, South Tipperary","Euro","54255"
"Household median gross income","2016","133 Clonmel Rural (Part Urban), South Tipperary","Euro","53137"
"Household median gross income","2016","134 Inishlounaght (Part Urban), South Tipperary","Euro","53000"
"Household median gross income","2016","135 Kilcash, South Tipperary","Euro","51382"
"Household median gross income","2016","999 Kilsheelan / Killaloan","Euro","44663"
"Household median gross income","2016","138 Kiltinan, South Tipperary","Euro","48967"
"Household median gross income","2016","139 Lisronagh, South Tipperary","Euro","51545"
"Household median gross income","2016","140 Anner, South Tipperary","Euro","39660"
"Household median gross income","2016","141 Ballingarry, South Tipperary","Euro","39431"
"Household median gross income","2016","142 Ballyphilip, South Tipperary","Euro","44006"
"Household median gross income","2016","143 Buolick, South Tipperary","Euro","31482"
"Household median gross income","2016","144 Crohane, South Tipperary","Euro","49979"
"Household median gross income","2016","145 Farranrory, South Tipperary","Euro","33236"
"Household median gross income","2016","146 Fennor, South Tipperary","Euro","42970"
"Household median gross income","2016","147 Kilcooly, South Tipperary","Euro","44916"
"Household median gross income","2016","148 Kilvemnon, South Tipperary","Euro","55756"
"Household median gross income","2016","149 Modeshil, South Tipperary","Euro","35689"
"Household median gross income","2016","150 Mullinahone, South Tipperary","Euro","36146"
"Household median gross income","2016","151 New Birmingham, South Tipperary","Euro","34535"
"Household median gross income","2016","152 Poyntstown, South Tipperary","Euro","30034"
"Household median gross income","2016","153 Ballycarron, South Tipperary","Euro","47492"
