"Statistic","Year","County","Dwelling Status","Stamp Duty Event","Type of Buyer","Type of Sale","UNIT","VALUE"
"Mean Sale Price","2011","Limerick","New","Executions","Non-Household Buyer","All Sale Types","Euro","227838"
"Mean Sale Price","2011","Limerick","New","Executions","Non-Household Buyer","Market","Euro","227838"
"Mean Sale Price","2011","Limerick","New","Executions","Non-Household Buyer","Non-Market","Euro",""
"Mean Sale Price","2011","Limerick","Existing","Filings","All Buyer Types","All Sale Types","Euro","117844"
"Mean Sale Price","2011","Limerick","Existing","Filings","All Buyer Types","Market","Euro","179541"
"Mean Sale Price","2011","Limerick","Existing","Filings","All Buyer Types","Non-Market","Euro","27672"
"Mean Sale Price","2011","Limerick","Existing","Filings","Household Buyer - All","All Sale Types","Euro","116933"
"Mean Sale Price","2011","Limerick","Existing","Filings","Household Buyer - All","Market","Euro","178749"
"Mean Sale Price","2011","Limerick","Existing","Filings","Household Buyer - All","Non-Market","Euro","27307"
"Mean Sale Price","2011","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","147358"
"Mean Sale Price","2011","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","163109"
"Mean Sale Price","2011","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","81930"
"Mean Sale Price","2011","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","118368"
"Mean Sale Price","2011","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","Market","Euro","199960"
"Mean Sale Price","2011","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Euro","22684"
"Mean Sale Price","2011","Limerick","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro","86704"
"Mean Sale Price","2011","Limerick","Existing","Filings","Household Buyer - Non-Occupier","Market","Euro","153196"
"Mean Sale Price","2011","Limerick","Existing","Filings","Household Buyer - Non-Occupier","Non-Market","Euro","17189"
"Mean Sale Price","2011","Limerick","Existing","Filings","Non-Household Buyer","All Sale Types","Euro","152171"
"Mean Sale Price","2011","Limerick","Existing","Filings","Non-Household Buyer","Market","Euro","206012"
"Mean Sale Price","2011","Limerick","Existing","Filings","Non-Household Buyer","Non-Market","Euro","44491"
"Mean Sale Price","2011","Limerick","Existing","Executions","All Buyer Types","All Sale Types","Euro","118972"
"Mean Sale Price","2011","Limerick","Existing","Executions","All Buyer Types","Market","Euro","177006"
"Mean Sale Price","2011","Limerick","Existing","Executions","All Buyer Types","Non-Market","Euro","24533"
"Mean Sale Price","2011","Limerick","Existing","Executions","Household Buyer - All","All Sale Types","Euro","118138"
"Mean Sale Price","2011","Limerick","Existing","Executions","Household Buyer - All","Market","Euro","176553"
"Mean Sale Price","2011","Limerick","Existing","Executions","Household Buyer - All","Non-Market","Euro","24638"
"Mean Sale Price","2011","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","144115"
"Mean Sale Price","2011","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","165411"
"Mean Sale Price","2011","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","51190"
"Mean Sale Price","2011","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","120569"
"Mean Sale Price","2011","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","Market","Euro","197638"
"Mean Sale Price","2011","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","Non-Market","Euro","22766"
"Mean Sale Price","2011","Limerick","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro","90136"
"Mean Sale Price","2011","Limerick","Existing","Executions","Household Buyer - Non-Occupier","Market","Euro","144670"
"Mean Sale Price","2011","Limerick","Existing","Executions","Household Buyer - Non-Occupier","Non-Market","Euro","18871"
"Mean Sale Price","2011","Limerick","Existing","Executions","Non-Household Buyer","All Sale Types","Euro","155285"
"Mean Sale Price","2011","Limerick","Existing","Executions","Non-Household Buyer","Market","Euro","192360"
"Mean Sale Price","2011","Limerick","Existing","Executions","Non-Household Buyer","Non-Market","Euro","16256"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Filings","All Buyer Types","All Sale Types","Euro","114847"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Filings","All Buyer Types","Market","Euro","163401"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Filings","All Buyer Types","Non-Market","Euro","33965"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","All Sale Types","Euro","113763"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","Market","Euro","164891"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","Non-Market","Euro","28505"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","142371"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","162088"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","57811"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","113361"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","Market","Euro","182322"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Euro","25162"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro","77830"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","Market","Euro","125501"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","Non-Market","Euro","20822"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","All Sale Types","Euro","147336"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","Market","Euro","118186"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","Non-Market","Euro","194424"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Executions","All Buyer Types","All Sale Types","Euro","115772"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Executions","All Buyer Types","Market","Euro","158126"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Executions","All Buyer Types","Non-Market","Euro","40214"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Executions","Household Buyer - All","All Sale Types","Euro","115002"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Executions","Household Buyer - All","Market","Euro","160077"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Executions","Household Buyer - All","Non-Market","Euro","34869"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","134602"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","153465"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","49144"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","118562"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Executions","Household Buyer - Former Owner-Occupier","Market","Euro","177385"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Executions","Household Buyer - Former Owner-Occupier","Non-Market","Euro","38011"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro","79611"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","Market","Euro","126795"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","Non-Market","Euro","19172"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","All Sale Types","Euro","133288"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","Market","Euro","115074"
"Mean Sale Price","2012","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","Non-Market","Euro","168501"
"Mean Sale Price","2012","Limerick","New","Filings","All Buyer Types","All Sale Types","Euro","161877"
"Mean Sale Price","2012","Limerick","New","Filings","All Buyer Types","Market","Euro","220187"
"Mean Sale Price","2012","Limerick","New","Filings","All Buyer Types","Non-Market","Euro","6384"
"Mean Sale Price","2012","Limerick","New","Filings","Household Buyer - All","All Sale Types","Euro","163878"
"Mean Sale Price","2012","Limerick","New","Filings","Household Buyer - All","Market","Euro","225166"
"Mean Sale Price","2012","Limerick","New","Filings","Household Buyer - All","Non-Market","Euro","6662"
"Mean Sale Price","2012","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","187232"
"Mean Sale Price","2012","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","212053"
"Mean Sale Price","2012","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","38306"
"Mean Sale Price","2012","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","176656"
"Mean Sale Price","2012","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","Market","Euro","260336"
"Mean Sale Price","2012","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Euro","0"
"Mean Sale Price","2012","Limerick","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro","124967"
"Mean Sale Price","2012","Limerick","New","Filings","Household Buyer - Non-Occupier","Market","Euro","203071"
"Mean Sale Price","2012","Limerick","New","Filings","Household Buyer - Non-Occupier","Non-Market","Euro","0"
"Mean Sale Price","2012","Limerick","New","Filings","Non-Household Buyer","All Sale Types","Euro","134533"
"Mean Sale Price","2012","Limerick","New","Filings","Non-Household Buyer","Market","Euro","161439"
"Mean Sale Price","2012","Limerick","New","Filings","Non-Household Buyer","Non-Market","Euro","1"
"Mean Sale Price","2012","Limerick","New","Executions","All Buyer Types","All Sale Types","Euro","145176"
"Mean Sale Price","2012","Limerick","New","Executions","All Buyer Types","Market","Euro","200603"
"Mean Sale Price","2012","Limerick","New","Executions","All Buyer Types","Non-Market","Euro","8065"
"Mean Sale Price","2012","Limerick","New","Executions","Household Buyer - All","All Sale Types","Euro","148043"
"Mean Sale Price","2012","Limerick","New","Executions","Household Buyer - All","Market","Euro","205124"
"Mean Sale Price","2012","Limerick","New","Executions","Household Buyer - All","Non-Market","Euro","8513"
"Mean Sale Price","2012","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","154348"
"Mean Sale Price","2012","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","172572"
"Mean Sale Price","2012","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","51075"
"Mean Sale Price","2012","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","168625"
"Mean Sale Price","2012","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","Market","Euro","246453"
"Mean Sale Price","2012","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","Non-Market","Euro","0"
"Mean Sale Price","2012","Limerick","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro","125557"
"Mean Sale Price","2012","Limerick","New","Executions","Household Buyer - Non-Occupier","Market","Euro","206273"
"Mean Sale Price","2012","Limerick","New","Executions","Household Buyer - Non-Occupier","Non-Market","Euro","0"
"Mean Sale Price","2012","Limerick","New","Executions","Non-Household Buyer","All Sale Types","Euro","100732"
"Mean Sale Price","2012","Limerick","New","Executions","Non-Household Buyer","Market","Euro","134308"
"Mean Sale Price","2012","Limerick","New","Executions","Non-Household Buyer","Non-Market","Euro","1"
"Mean Sale Price","2012","Limerick","Existing","Filings","All Buyer Types","All Sale Types","Euro","110558"
"Mean Sale Price","2012","Limerick","Existing","Filings","All Buyer Types","Market","Euro","157282"
